M|0|1000||ACEITES-VINAGRES|10
M|0|1001||BEBIDAS REFRESCANTES|10
M|0|1002||VINOS TINTOS|10
M|0|1003||VINOS BLANCOS|10
M|0|1004||CHAMPAGNE|10
M|0|1005||BEBIDAS APERITIVAS|10
M|0|1006||BEBIDAS ALCOHOLICAS|10
M|0|1007||ROSADOS|10
M|0|1008||MATRIMONIO|10
M|0|1009||VINOS TINTOS|10
M|0|1010||VINOS BLANCOS|10
M|0|1011||VINOS ROSADOS|10
M|0|1012||VINOS ESPUMOSOS|10
M|0|1013||VINOS APERITIVOS|10
M|0|1097||ACTIVOS|10
M|0|1099||CUADRE DE FACURAS|10
M|0|1100||DROGUERIA MANTENIMIENTO|11
M|0|1101||DROGUERIA LAVADO|11
M|0|1102||ELEMENTOS DE LIMPIEZA|11
M|0|1199||CUADRE FACTURAS|11
M|0|1201||PERFUMERIA HIGIENE PERSONAL|12
M|0|1202||PERFUMERIA HIGIENE BELLEZA|12
M|0|1203||PERFUMERIA HIGIENE INFANTIL|12
M|0|1204||HIGIENE DESECHABLE|12
M|0|1205||PARAFARMACIA|12
M|0|1206||CUIDADO DE LA SALUD|12
M|0|1220||CLARA|12
M|0|1299||CUADRE FACTUAS|12
M|0|1400||ESTRUCTURA ANTIGUA|14
M|0|1401||ESTRUCTURA ANTIGUA|14
M|0|1402||ESTRUCTURA ANTIGUA|14
M|0|1403||ESTRUCTURA ANTIGUA|14
M|0|1404||ESTRUCTURA ANTIGUA|14
M|0|1405||ESTRUCTURA ANTIGUA|14
M|0|1406||ESTRUCTURA ANTIGUA|14
M|0|1407||DESAYUNO|14
M|0|1408||SNACKS|14
M|0|1409||COMPLEMENTARIOS|14
M|0|1410||COMPLENTARIOS 2|14
M|0|1411||SALADO CONSERVAS|14
M|0|1412||SALADO BASICOS|14
M|0|1413||AJUSTES|14
M|0|1414||GENERICO|14
M|0|1497||ACTIVOS|14
M|0|1499||CUADRE FACTURAS|14
M|0|1500||QUESOS|15
M|0|1501||LACTEOS|15
M|0|1502||AVES Y CARNES|15
M|0|1503||CONGELADOS|15
M|0|1504||HELADOS|15
M|0|1505||CHARCUTERIA|15
M|0|1506||PRODUCTOS AHUMADOS|15
M|0|1507||PANADERIAS/PONQUES|15
M|0|1508||PRECOCIDOS/PASTAS|15
M|0|1509||JUGOS|15
M|0|1510||VARIOS|15
M|0|1511||REFRIGERADO|15
M|0|1512||CONGELADO|15
M|0|1513||PRODUCTOS DIARIOS|15
M|0|1514||BEBIDAS LACTEAS|15
M|0|1515||BEBIDAS LACTEAS FUNCIONALES|15
M|0|1516||POSTRES REFRIGERADOS|15
M|0|1517||QUESOS|15
M|0|1518||CREMAS|15
M|0|1519||MANTEQUILLA|15
M|0|1520||MARGARINAS|15
M|0|1521||AREPAS|15
M|0|1522||MASAS REFRIGERADAS|15
M|0|1523||JUGOS REFRIGERADOS|15
M|0|1524||CARNES FRIAS|15
M|0|1525||CONGELADOS|15
